window_id,filename,subject_id,action_code,label,head_drop,shoulder_drop,head_velocity_mean,head_velocity_max,torso_tilt_std,torso_tilt_range,lateral_sway_range,sway_direction_changes,min_hand_to_chest,hand_to_chest_drop,accel_slope,vertical_ratio,max_downward_vel,ending_tilt,tilt_net_change,knee_bend_min,elbow_angle_min,hand_dwell_frames,foot_sep_std,time_to_min_drop,post_fall_low_head_ratio,head_vertical_accel_peak,pre_post_head_speed_change,hand_approach_speed,hand_dwell_longest_run,hand_near_chest_stability
559,S011C003P007R001A001.skeleton,7,1,Normal Activity,0.03163096,0.000290524,0.006947242,0.018790859,0.369999013,1.251710468,0.018947855,10,0.562484867,0,0.000237826,0.555167598,0.00623647,9.382167518,-0.440189348,0.915434866,108.121532,0,0.056026909,0.666666667,0.1,0.005734887,0.000166212,0.120316011,0,0
560,S011C003P007R001A001.skeleton,7,1,Normal Activity,0.012294503,0.00459671,0.009350319,0.022523177,0.402949504,1.60108165,0.025194221,5,0.605324081,0.035370463,0.00014329,0.356742635,0.017959227,10.03215351,1.364406694,0.915434866,54.52657575,0,0.060518862,0.166666667,0,0.011428456,0.003029053,0.064377194,0,0
561,S011C003P007R001A001.skeleton,7,1,Normal Activity,0.031919562,0.004026445,0.011231969,0.027190682,0.38299263,1.36748242,0.014027728,4,0.780496006,0.005203303,0.000102228,0.156821046,0.017959227,10.62005758,1.334825755,0.922961015,85.0245699,0,0.04517533,0.233333333,0,0.016164946,0.003029053,0.085181446,0,0
562,S011C003P007R001A001.skeleton,7,1,Normal Activity,0,0.003069353,0.011745569,0.050313589,0.373145411,1.21763914,0.009091044,8,0.780496006,0.084082361,2.82E-05,0.425552635,0.017108501,10.55016328,0.558632325,0.950060595,85.0245699,0,0.08245187,0,0,0.016164946,0.000480875,0.085181446,0,0
563,S012C001P007R001A001.skeleton,7,1,Normal Activity,0.09157214,0.014010386,0.013027889,0.117341327,0.60150721,3.069440997,0.054475573,14,0.767945149,0.116121313,0.000931564,0.355339108,0.041404486,22.92593567,2.157240169,1.424911745,64.62117577,0,0.037564929,0.866666667,0.8,0.029933334,0.011702353,0.051291355,0,0
564,S012C001P007R001A001.skeleton,7,1,Normal Activity,0.071046301,0.021938031,0.016312527,0.117341327,1.435868824,3.92272357,0.088636776,16,0.767945149,0.09533012,4.91E-05,0.80805082,0.041404486,23.02208215,2.58300039,1.424911745,64.62117577,0,0.034977822,0.366666667,0,0.056692721,0.011702353,0.051291355,0,0
565,S012C001P007R001A001.skeleton,7,1,Normal Activity,0.016980156,0.021057494,0.009369482,0.024530708,0.841138362,3.196150381,0.080799752,16,1.015816322,0,-0.000124601,0.095959244,0.015284494,22.95545269,2.372384836,1.491018407,92.87887042,0,0.010357504,0.166666667,0,0.02272735,-0.000678055,0.028635755,0,0
566,S012C001P007R001A001.skeleton,7,1,Normal Activity,0.237635378,0.006401372,0.019802236,0.139799299,1.008841089,3.678143426,0.055196502,15,0.843214182,0.220641048,0.001466561,1.857094924,0.130424471,20.57683122,-2.349165289,1.373941231,60.08972625,0,0.045894529,0.866666667,0.4,0.120842139,0.017127941,0.110866669,0,0
567,S012C001P007R001A001.skeleton,7,1,Normal Activity,0.323839166,0.011337307,0.039447139,0.139799299,1.097238561,3.789866698,0.060231614,12,0.708488808,0.338872439,0.000673552,1.403356024,0.130424471,23.66098793,1.472227992,1.353731814,54.280921,0,0.051371905,0.666666667,0.1,0.120842139,0.017127941,0.121679862,0,0
568,S012C001P007R001A001.skeleton,7,1,Normal Activity,0.136305047,0.020771673,0.027962484,0.136225626,1.12934767,3.746802707,0.05524858,11,0.708488808,0.158093772,-0.002326384,1.905699645,0.080183815,22.27117641,1.609898643,1.353731814,54.280921,0,0.037162059,0.166666667,0,0.098196378,-0.037855635,0.224166656,0,0
569,S012C002P007R001A001.skeleton,7,1,Normal Activity,0.181693693,0.021658736,0.036206762,0.123038684,2.396500813,8.298509913,0.121927475,15,0.522310342,0.155945355,0.000154737,1.885510741,0.074744136,17.99073201,-0.070690084,0.650564046,86.67742466,0,0.119518677,0.933333333,0.2,0.074541751,0.076939728,0.140821962,0,0
570,S012C002P007R001A001.skeleton,7,1,Normal Activity,0.152250296,0.058927383,0.043790151,0.146985467,2.48548789,13.14216451,0.215156447,18,0.604876507,0,0.001296488,1.281779986,0.074744136,20.73403284,1.012216468,0.650564046,72.47259187,0,0.159381092,0.766666667,0.9,0.074541751,0.077410175,0.140821962,0,0
571,S012C002P007R001A001.skeleton,7,1,Normal Activity,0.029320875,0.070393788,0.044691714,0.146985467,2.264834163,10.67427193,0.187651293,17,0.638910329,0.187983355,-0.000733418,0.577727796,0.040623884,19.00606691,1.333799014,0.573064772,9.053016585,0,0.104936362,0.266666667,0,0.06836382,-0.083535097,0.125128695,0,0
572,S012C002P007R001A001.skeleton,7,1,Normal Activity,0.017988517,0.066785482,0.041837809,0.109357537,2.376931537,10.62177337,0.164648216,16,0.635239366,0.090146158,0.000763604,0.724063589,0.041944719,18.51928616,0.539892971,0.573064772,94.74573966,0,0.087096491,0.9,0.1,0.099268631,0.053396727,0.138987515,0,0
573,S012C002P007R001A001.skeleton,7,1,Normal Activity,0.022665308,0.060205848,0.056831832,0.153339282,3.495094139,17.09398017,0.273771852,16,0.55336503,0.141246498,0.000947415,0.428027627,0.041944719,19.95424856,0.791146446,0.578283648,120.5321505,0,0.150861033,0.4,0,0.099268631,0.053396727,0.138987515,0,0
574,S012C002P007R001A001.skeleton,7,1,Normal Activity,0.014186782,0,0.04404959,0.153339282,2.386686351,11.20481107,0.175883666,13,0.524006005,0.217385512,-0.001645226,0.150721221,0.038753264,20.51621926,-1.419032046,0.578283648,127.6474471,0,0.14420179,0.033333333,0,0.058964928,0.022042774,0.105221144,0,0
575,S012C003P007R001A001.skeleton,7,1,Normal Activity,0.028861373,0.030907132,0.022871934,0.091221212,1.432785688,6.14372291,0.029737335,13,0.731295073,0.047797075,2.47E-05,0.004033357,0.019609185,20.46115149,5.885581026,1.327787995,114.3519221,0,0.011576363,0.1,0,0.047040962,0.047321324,0.175021978,0,0
576,S012C003P007R001A001.skeleton,7,1,Normal Activity,0.012230163,0.009224369,0.0159688,0.078260837,0.862868656,4.789471942,0.017098152,15,0.853052919,0.025812314,-0.000658268,0.119648982,0.019609185,19.87517127,0.554690898,1.34031689,65.14791243,0,0.005374311,0.666666667,0.2,0.04202432,0.043005341,0.099518573,0,0
577,S012C003P007R001A001.skeleton,7,1,Normal Activity,0.031126481,0.025339048,0.01417937,0.06492172,1.052590615,4.406169076,0.037412025,16,0.937134749,0.041064906,0.000584711,0.57109602,0.020346926,20.08748775,-0.064592582,1.387016863,77.79022559,0,0.011720899,0.166666667,0.2,0.026807743,-0.005788006,0.030295077,0,0
578,S012C003P007R001A001.skeleton,7,1,Normal Activity,0.054672579,0.027939013,0.027598398,0.132483199,1.942598361,9.91480129,0.034217754,14,0.859870265,0.092295397,0.000190236,0.592677432,0.020346926,19.15382429,-0.561313124,1.336906902,64.00657936,0,0.014415523,0.666666667,0.1,0.036327388,-0.005788006,0.06607727,0,0
579,S012C003P007R001A001.skeleton,7,1,Normal Activity,0.016224858,0,0.037547838,0.132483199,1.824323068,7.642840634,0.031624531,13,0.764585189,0.173620352,-0.00026989,0.177955056,0.040887432,19.79313948,-1.949407715,1.336906902,70.85820211,0,0.009728592,0.166666667,0,0.064672797,-0.011857979,0.104005722,0,0
580,S012C003P007R001A001.skeleton,7,1,Normal Activity,0.1052087,0.028864203,0.033110715,0.065351896,1.770997107,6.008045709,0.030480414,12,0.764585189,0.101533179,-0.000645645,1.2864262,0.040887432,19.54998943,3.354792393,1.341216209,70.85820211,0,0.005943604,0.966666667,0.9,0.040735683,-0.011857979,0.104005722,0,0
581,S013C001P007R001A001.skeleton,7,1,Normal Activity,0.089787158,0.006229817,0.013591081,0.116805399,0.73164488,4.380786946,0.066459213,14,0.557219089,0.029776057,0.001451299,1.915379748,0.023454413,11.19412909,-2.990757211,1.215997147,89.31416926,0,0.017862817,0.866666667,0.6,0.063883438,0.00119395,0.029776057,0,0
582,S013C001P007R001A001.skeleton,7,1,Normal Activity,0.079324978,0.039009981,0.024271514,0.116805399,2.823032221,10.60993149,0.077289502,11,0.596001074,0,0.000585733,0.030351522,0.031949823,21.51504759,7.181369504,1.21059111,80.13290571,0,0.024448143,0.366666667,0,0.063883438,-0.010141516,0.091568135,0,0
583,S013C002P007R001A001.skeleton,7,1,Normal Activity,0.162550016,0.079512427,0.044049996,0.159258166,4.187675639,13.22193561,0.163952412,12,0.37126514,0.17766232,-0.000203819,3.820216827,0.157244782,27.16469823,12.90989337,1.091315299,71.75772665,0,0.052208393,0.866666667,0.4,0.153846983,0.052146664,0.275861812,0,0
584,S013C002P007R001A001.skeleton,7,1,Normal Activity,0.139284415,0.087528925,0.032614623,0.159258166,5.82882276,16.19743522,0.163952412,10,0.37126514,0.245180796,-0.002766774,0.833992292,0.157244782,30.0111788,10.76862415,0.955100393,71.75772665,0,0.061356173,0.9,1,0.153846983,0.052146664,0.275861812,0,0
585,S013C003P007R001A001.skeleton,7,1,Normal Activity,0.01933997,0.000403776,0.006269561,0.033463254,0.197669607,0.718234023,0.043185218,14,0.602202469,0.065956893,0.000424499,0.468073296,0.005414671,7.985184481,0.135915636,1.356323707,72.55225864,0,0.008291731,0.633333333,0.2,0.004901017,-0.000695522,0.036870684,0,0
586,S013C003P007R001A001.skeleton,7,1,Normal Activity,0.005270636,0.003368344,0.017048103,0.082074528,0.514542543,1.972464633,0.04364133,12,0.668345165,0.013676964,0.0008461,0.835024784,0.038251632,8.426377928,0.998474318,1.339462899,72.13722056,0,0.024960041,0.133333333,0,0.080812824,0.006475627,0.013676964,0,0
587,S014C001P007R001A001.skeleton,7,1,Normal Activity,0.04352771,0,0.010056689,0.026357771,1.561209528,5.046938984,0.040498393,11,0.397109117,0,0.000188609,0.005116476,0.023858662,16.68816591,-4.104249012,1.404277122,70.27946157,0,0.008842128,0.8,0.4,0.013972804,0.008479897,0.028869539,0,0
588,S014C001P007R001A001.skeleton,7,1,Normal Activity,0.045028596,0.003276578,0.012143384,0.028439124,0.607484395,2.089788405,0.054425978,8,0.378855854,0.128091853,6.10E-05,0.098557544,0.023858662,16.57664304,-0.635118253,1.440408007,34.30940335,0,0.007547528,0.3,0,0.029052048,0.012338139,0.360880838,0,0
589,S014C001P007R001A001.skeleton,7,1,Normal Activity,0.051675169,0.005880441,0.01481538,0.090148431,0.610086506,2.772097129,0.097229983,9,0.378855854,0.360880838,-0.000237016,0.044844542,0.082517239,16.46121862,-0.876410178,1.292774703,34.30940335,0,0.0342984,0.5,0,0.077865994,0.014814159,0.360880838,0,0
590,S014C001P007R001A001.skeleton,7,1,Normal Activity,0.018991349,0,0.013495289,0.069631874,0.566987457,2.772097129,0.069791885,10,0.60393955,0.182306651,-3.07E-06,0.087421563,0.063246903,17.36424972,-1.07041746,1.25990119,66.62788931,0,0.010287732,0.6,0.1,0.070142943,0.021233082,0.112835878,0,0
591,S014C001P007R001A001.skeleton,7,1,Normal Activity,0.06388842,0.009504102,0.01489774,0.069631874,0.448486358,1.840473678,0.034450952,11,0.60393955,0.049028645,7.22E-06,3.013248021,0.063246903,17.84849282,0.984257448,1.25990119,66.62788931,0,0.010530041,0.966666667,0.6,0.115221068,0.021233082,0.052845358,0,0
592,S014C001P007R001A001.skeleton,7,1,Normal Activity,0.038841664,0.06899518,0.026801943,0.105019343,3.761403811,10.40826771,0.166847864,7,0.616845877,0.037235235,0.001519401,0.033675512,0.062246687,27.71818914,10.31835462,1.294116919,61.06296008,0,0.027808188,0.533333333,0,0.115221068,0.03414626,0.105062679,0,0
593,S014C002P007R001A001.skeleton,7,1,Normal Activity,0.011754405,0.008222687,0.017425364,0.062811312,1.695299178,5.432187578,0.060596612,13,0.387292793,0.023591078,1.76E-05,0.122412982,0.027729553,15.49296186,-4.070619426,1.319154374,73.89556324,0,0.052437816,0.333333333,0,0.040326943,0.019324748,0.024540401,0,0
594,S014C002P007R001A001.skeleton,7,1,Normal Activity,0.01686691,0.010426317,0.016232688,0.062811312,1.500292616,5.672748405,0.100494528,11,0.393629278,0,-0.000318789,0.258811138,0.020165428,15.85922233,-2.715369548,1.319154374,63.9192189,0,0.06242345,0.1,0,0.040326943,0.009753267,0.024146402,0,0
595,S014C002P007R001A001.skeleton,7,1,Normal Activity,0.002544532,0.004167825,0.015398934,0.036154942,0.408460593,1.604870693,0.106529476,8,0.618449099,0,1.93E-06,0.025284104,0.016404996,14.73898901,-0.594494581,1.330205178,72.58008711,0,0.050706911,0.766666667,0.1,0.020898509,0.017804919,0.03156307,0,0
596,S014C002P007R001A001.skeleton,7,1,Normal Activity,0.053046506,0.014448656,0.016929654,0.06025107,0.713737061,3.102778044,0.132274038,9,0.914514168,0,0.000304776,0.149861072,0.02541825,15.81188139,1.183695617,1.348879906,70.43078817,0,0.028277533,0.9,0.2,0.026881753,-0.001368233,0.03528409,0,0
597,S014C002P007R001A001.skeleton,7,1,Normal Activity,0.037567289,0.014157533,0.01740433,0.06025107,0.930044304,3.181971282,0.093534445,10,0.923032659,0.045980666,-8.33E-05,0.166130531,0.02541825,16.67177436,1.88332182,1.385078332,62.16424878,0,0.013651854,0.4,0,0.026881753,-0.001368233,0.035471279,0,0
598,S014C002P007R001A001.skeleton,7,1,Normal Activity,0.069674691,0.028254446,0.021683884,0.05301653,1.808787167,6.246569417,0.214881105,9,0.605364207,0.370672286,0.000301228,0.039170618,0.021738093,21.38725554,5.0029747,1.269621011,65.14134862,0,0.183597586,0.833333333,0.4,0.014407502,0.004034432,0.089051901,0,0
599,S014C003P007R001A001.skeleton,7,1,Normal Activity,0.019520266,0,0.006433263,0.018128137,0.548621849,1.687212292,0.051002439,4,0.45211912,0.070219424,0.000206208,0.026077111,0.005536768,20.53852252,-1.529566312,1.405099047,70.34784475,0,0.010557907,0.8,0.4,0.006576374,5.73E-05,0.050790768,0,0
600,S014C003P007R001A001.skeleton,7,1,Normal Activity,0.022118084,0.002314732,0.012183633,0.036711541,0.143724426,0.63669627,0.04076181,9,0.465900958,0,0.000266182,0.311705342,0.018521732,20.28717945,-0.189324548,1.405099047,70.44463114,0,0.0114432,0.3,0,0.038165804,-0.009373809,0.029994108,0,0
601,S014C003P007R001A001.skeleton,7,1,Normal Activity,0.017434593,0.003129236,0.012195754,0.036711541,0.659800504,2.445513871,0.015924546,13,0.808434777,0.06303998,-0.000594752,0.269618787,0.018521732,18.40681036,-1.935871578,1.443968701,77.45422701,0,0.006823069,0.066666667,0,0.038165804,-0.005126974,0.029994108,0,0
602,S014C003P007R001A001.skeleton,7,1,Normal Activity,0,0,0.006399992,0.020981432,0.830537823,2.698385718,0.010355736,14,0.830602734,0,-0.000318388,0.138654075,0.003020803,17.55517407,-2.664466067,1.49334235,80.98693491,0,0.0055477,0,0,0.008599546,0.003824349,0.009875711,0,0
603,S014C003P007R001A001.skeleton,7,1,Normal Activity,0.026114883,0.00414204,0.004861751,0.014879365,0.415849574,1.711789862,0.005957583,12,0.863920321,0.001433338,0.000109468,0.776736282,0.009209212,19.13101048,0.737855013,1.49334235,72.14947724,0,0.004191797,0.933333333,0.4,0.006024178,0.000637253,0.008854527,0,0
604,S014C003P007R001A001.skeleton,7,1,Normal Activity,0.238068538,0.074739597,0.02072341,0.057928699,3.752895319,11.06649218,0.045594706,10,0.763725039,0.106629205,0.001634017,0.560729711,0.041934308,28.4857128,10.97784825,1.421718905,61.6457365,0,0.008872386,0.966666667,0.3,0.039498568,0.011286779,0.04793903,0,0
605,S015C001P007R001A001.skeleton,7,1,Normal Activity,0.047901227,0,0.010911652,0.046239072,0.563049772,2.273063513,0.05812855,5,0.176619627,0.250502215,0.000604974,0.326267461,0.033946915,17.35464488,-0.346571396,1.447657552,43.29237636,8,0.007609045,0.966666667,0.1,0.068617179,0.022263512,0.258912839,8,0.990391036
606,S015C001P007R001A001.skeleton,7,1,Normal Activity,0.052160156,0.002494115,0.017693754,0.084476768,0.770897694,2.74710898,0.05047887,12,0.162844542,0.235792698,0.000488177,0.385227795,0.033946915,16.58488093,-0.525163853,1.334557134,41.40837955,23,0.02620512,0.6,0.1,0.091448347,-0.000570418,0.258912839,23,0.988062207
607,S015C001P007R001A001.skeleton,7,1,Normal Activity,0.020918335,0.004117463,0.036548186,0.191471043,1.028278437,4.200201146,0.12964307,9,0.128568025,0.045374221,0.001160444,0.148301869,0.169945755,17.27202107,-0.317237806,1.334557134,44.10214928,30,0.024410211,0.1,0,0.203146867,0.093502848,0.057811185,30,0.972898701
608,S015C001P007R001A001.skeleton,7,1,Normal Activity,0.102887949,0.005540846,0.039408684,0.191471043,1.342715963,4.240968607,0.13824638,10,0.108925309,0.099366291,-0.001806453,0.208591722,0.169945755,15.57948207,-1.737865483,1.373521831,43.0505653,30,0.022173373,0.5,0,0.203146867,0.093502848,0.109622627,30,0.964376947
609,S015C001P007R001A001.skeleton,7,1,Normal Activity,0,0.000190493,0.023185188,0.099850392,0.89119489,3.381395173,0.112189574,12,0.108925309,0.021684664,-0.001035767,2.726909172,0.061755349,16.15917703,-1.298769347,1.388054866,43.0505653,23,0.016529614,0,0,0.109569895,0.013522573,0.109622627,23,0.964168452
610,S015C001P007R001A001.skeleton,7,1,Normal Activity,0,0.00447826,0.021923664,0.094712683,0.555738948,1.818172437,0.07368877,14,0.118064751,0.039303529,0.000433258,0.507208319,0.03328088,14.85890978,-0.771172112,1.409222237,53.91596691,22,0.011250565,0,0,0.069740821,-0.010754452,0.107745333,14,0.967373205
611,S015C001P007R001A001.skeleton,7,1,Normal Activity,0.263727997,0.008810289,0.027153846,0.135965105,0.847568271,3.06051354,0.115072289,17,0.118064751,0.213140077,0.000718231,0.970001238,0.121578839,17.75081196,1.73835971,1.373252321,53.91596691,29,0.016226763,0.966666667,0.2,0.134397445,0.037747874,0.122695159,29,0.959506961
612,S015C001P007R001A001.skeleton,7,1,Normal Activity,0.198066324,0.023249752,0.029046099,0.135965105,1.395344556,4.663567345,0.138953504,15,0.131013744,0.097615829,0.000214135,0.560518531,0.121578839,15.23835307,0.41956187,1.373252321,60.27185008,23,0.014249573,0.6,0.7,0.134397445,0.028912781,0.122695159,23,0.964745655
613,S015C002P007R001A001.skeleton,7,1,Normal Activity,0.078102112,0.009694797,0.016382472,0.082646242,1.017899686,5.615890896,0.043657448,15,0.273440437,0.085281624,0.000642334,0.816299131,0.079763844,28.36171031,-4.608785839,1.258424507,67.27145359,1,0.028043765,0.966666667,0.1,0.090465334,0.037233675,0.120522398,1,0
614,S015C002P007R001A001.skeleton,7,1,Normal Activity,0.068952988,0.003567375,0.018643985,0.082646242,2.420587023,8.183594528,0.083314949,14,0.45841083,0,0.00032379,0.61686859,0.079763844,25.79400668,-7.816112595,1.26090844,65.05089492,0,0.034113772,0.966666667,0.1,0.090465334,0.015994085,0.083154852,0,0
615,S015C002P007R001A001.skeleton,7,1,Normal Activity,0.106704069,0.015854483,0.024313054,0.104937678,1.29610539,5.291511038,0.210624648,16,0.83314791,0,0.000708871,0.289637128,0.035899566,29.56556683,1.117652511,1.267952028,52.52362207,0,0.051639195,0.9,0.6,0.063243385,0.027743755,0.014723075,0,0
616,S015C002P007R001A001.skeleton,7,1,Normal Activity,0.077912557,0.054027881,0.022914575,0.104937678,2.262411635,8.10446473,0.150551753,13,0.914683869,0.012721093,-0.000963075,0.26047507,0.035899566,32.59629408,5.674280753,1.290446637,59.19901941,0,0.075092344,0.4,0.4,0.063243385,0.027743755,0.016638064,0,0
617,S015C002P007R001A001.skeleton,7,1,Normal Activity,0.021106617,0.035991089,0.014353648,0.062292621,1.469831541,4.774960209,0.104351814,9,0.942523195,0.010682889,-0.000372471,0.023639658,0.017474635,29.09396759,-0.065286912,1.282544791,54.22922535,0,0.056315485,0.433333333,0,0.027524651,0.007127287,0.022543409,0,0
618,S015C002P007R001A001.skeleton,7,1,Normal Activity,0.023057067,0,0.01953498,0.067929786,1.109134189,5.171621653,0.096557556,12,0.923225848,0.044913806,0.000652459,0.256412891,0.017474635,31.03466191,-2.111579348,1.282544791,57.50438028,0,0.024337495,0.633333333,0,0.07962672,0.007127287,0.043218937,0,0
619,S015C002P007R001A001.skeleton,7,1,Normal Activity,0.011396772,0.01338255,0.023688348,0.08915856,0.763888856,3.189041644,0.142908424,13,0.809100382,0.147453536,-5.24E-05,0.235336355,0.014403596,28.80903767,-0.839614833,1.101938612,48.0036778,0,0.07375167,0.133333333,0,0.07962672,0.019315491,0.043218937,0,0
620,S015C002P007R001A001.skeleton,7,1,Normal Activity,0.033893345,0,0.020712981,0.08915856,1.317078711,5.397225892,0.143214317,9,0.36064004,0.63769324,-5.07E-07,0.094755041,0.021929714,25.7355453,-5.397225892,1.101938612,101.9476541,0,0.12019866,0.633333333,0,0.035303491,0.004140292,0.15296391,0,0
621,S015C003P007R001A001.skeleton,7,1,Normal Activity,0.025066076,0,0.008154668,0.036154836,0.922969053,3.6109947,0.036019703,9,0.422032814,0.007739103,0.000451021,0.492491525,0.006820439,15.22179947,-2.974154111,1.402737273,92.19752236,0,0.006452759,0.7,0.2,0.01538944,-0.003450261,0.004232459,0,0
622,S015C003P007R001A001.skeleton,7,1,Normal Activity,0.022564641,0,0.011824998,0.036154836,0.70041418,2.193729474,0.049080136,14,0.520150023,0,5.76E-05,0.252627891,0.017253605,13.33327111,-2.180562911,1.402737273,85.07426664,0,0.003426034,0.2,0,0.01538944,0.007546194,0.005626635,0,0
623,S015C003P007R001A001.skeleton,7,1,Normal Activity,0.040895702,0,0.011008248,0.025226469,1.608667306,5.145380285,0.013880617,14,0.814753416,0.023450826,-2.95E-05,0.184538908,0.017253605,9.950407621,-5.145380285,1.463118887,85.19461146,0,0.003190469,0.4,0,0.013011661,0.007546194,0.013976902,0,0
624,S015C003P007R001A001.skeleton,7,1,Normal Activity,0,0,0.007408493,0.018405479,1.128445352,3.537540252,0.00975011,15,0.814753416,0.034953685,-0.000390174,0.451446731,0.007154663,10.49291757,-2.594435484,1.482384167,85.19461146,0,0.005790604,0,0,0.007717635,0.003029277,0.013976902,0,0
625,S015C003P007R001A001.skeleton,7,1,Normal Activity,0.019374449,0.003788223,0.004076142,0.017801746,0.522433951,1.499105151,0.034492741,9,0.830847262,0.016271551,-2.79E-05,0.335809185,0.007154663,10.99907808,1.146784973,1.486054904,83.96873031,0,0.002257254,0.966666667,0.4,0.00706056,0.003029277,0.010744811,0,0
626,S015C003P007R001A001.skeleton,7,1,Normal Activity,0.05169128,0.00598938,0.00466511,0.020531844,0.503439458,1.725032218,0.029010198,9,0.817672995,0.021651217,0.000156763,0.774791725,0.00841311,12.33753813,1.725032218,1.470713901,76.76218477,0,0.002529097,0.966666667,0.3,0.004916085,0.00352706,0.005482903,0,0
627,S015C003P007R001A001.skeleton,7,1,Normal Activity,0.08080344,0.02399761,0.012962119,0.041641668,1.735024701,5.750210681,0.040340639,12,0.776297156,0.058988186,0.001137837,0.329353147,0.020402878,16.71534315,5.750210681,1.456356433,77.50133293,0,0.00441609,0.966666667,0.7,0.03426377,0.036906185,0.031566747,0,0
628,S015C003P007R001A001.skeleton,7,1,Normal Activity,0.115885268,0.021671868,0.01738668,0.05177616,1.571663669,4.822076462,0.047341677,8,0.541100871,0.275884829,-0.000240942,0.209693743,0.050868303,16.89252155,4.377011221,1.403668193,112.9429873,0,0.006062312,0.6,0.4,0.03426377,0.032670843,0.043806885,0,0
629,S016C001P007R001A001.skeleton,7,1,Normal Activity,0.042801457,0.003497261,0.004829835,0.017476332,0.301577558,1.234981423,0.015278141,10,0.597945869,0.095247121,0.00025572,1.193236214,0.014430785,19.2205373,-0.653705454,1.580900901,81.88884884,0,0.011460455,0.966666667,0.2,0.014220879,-0.000596921,0.084489776,0,0
630,S016C001P007R001A001.skeleton,7,1,Normal Activity,0.05313443,0.020240593,0.014256208,0.055908223,1.19679446,4.259411435,0.028254633,9,0.597945869,0.06641402,0.00073587,0.026381156,0.049427741,19.57055003,-0.803435585,1.466443979,81.88884884,0,0.02240619,0.466666667,0,0.0487881,0.024177568,0.084489776,0,0
631,S016C001P007R001A001.skeleton,7,1,Normal Activity,0,0.02270909,0.017252802,0.055908223,1.711841989,5.357360841,0.019103504,13,0.714962372,0.020335742,-0.000608644,0.538768437,0.049427741,18.42187071,-1.541907406,1.466443979,50.45221637,0,0.020293267,0,0,0.0487881,0.020256529,0.044785134,0,0
632,S016C001P007R001A001.skeleton,7,1,Normal Activity,0.02537056,0.006913513,0.01143989,0.049595166,0.558585386,2.647357176,0.054265972,12,0.729695137,0.044785134,-0.000407424,0.567252077,0.038754728,18.79490242,-0.827651141,1.722263404,62.04702681,0,0.015983695,0.133333333,0,0.04096154,0.004954165,0.044785134,0,0
633,S016C001P007R001A001.skeleton,7,1,Normal Activity,0.057537953,0.01423667,0.008470825,0.054502584,0.455736091,2.437677096,0.038648148,15,0.788758052,0.021302503,9.06E-05,4.80562231,0.053449838,19.07119308,0.738925103,1.650662532,72.88395362,0,0.020349016,0.966666667,0.1,0.048533128,0.021686664,0.013099681,0,0
634,S016C002P007R001A001.skeleton,7,1,Normal Activity,0.005508596,0.004762471,0.007749951,0.056638689,2.594197496,7.156449769,0.065315839,11,0.5582065,0,3.63E-05,3.301755355,0.011771719,17.18969972,-6.48585615,1.419237288,100.8260667,0,0.046999773,0.066666667,0,0.055115309,0.019280216,0.022103154,0,0
635,S016C002P007R001A001.skeleton,7,1,Normal Activity,0,0,0.010131858,0.056638689,2.445233718,8.711527334,0.101336986,14,0.57184473,0.015995618,0.000169201,0.479901127,0.011771719,15.0319566,-8.665880735,1.224652372,87.50321092,0,0.11062057,0,0,0.055115309,0.019280216,0.022103154,0,0
636,S016C002P007R001A001.skeleton,7,1,Normal Activity,0.080396099,0.009104806,0.014412862,0.058045896,1.271381981,4.035006252,0.098997957,16,0.592047775,0.041545505,0.000373284,0.341734373,0.040514076,18.24003837,1.134406453,1.184519484,78.51560159,0,0.124193583,0.866666667,0.6,0.037589367,0.014344175,0.046002194,0,0
637,S016C002P007R001A001.skeleton,7,1,Normal Activity,0.072006747,0.023024388,0.02084492,0.082890191,1.301694989,4.889264567,0.121859751,11,0.56466386,0.087370294,0.000239608,0.562109357,0.040514076,16.80073388,1.547881845,1.180524574,77.90744932,0,0.071541248,0.833333333,0.9,0.037589367,0.014344175,0.090812826,0,0
638,S016C002P007R001A001.skeleton,7,1,Normal Activity,0.036645712,0.021195793,0.022942114,0.082890191,1.587100565,5.177781507,0.120626927,12,0.56466386,0.025992906,-0.000331224,0.579329541,0.02293426,19.68537915,2.109271791,1.12873785,77.90744932,0,0.093386106,0.9,0.5,0.03621724,-0.004783541,0.090812826,0,0
639,S016C003P007R001A001.skeleton,7,1,Normal Activity,0,0.000541743,0.032098558,0.106828663,0.829422487,3.13154686,0.079766821,15,0.344425023,0.109441966,-0.000745075,0.720078918,0.038536406,22.50118766,-2.47217221,1.264939768,50.14761272,0,0.026591616,0,0,0.062697468,-0.021933742,0.211376086,0,0
640,S016C003P007R001A001.skeleton,7,1,Normal Activity,0.055151154,0.010097897,0.026063608,0.081808328,1.900155175,6.07962333,0.088594136,14,0.213811324,0.416965631,-0.000566806,0.103988534,0.038536406,22.18494494,-0.533681776,1.254935235,48.06076876,8,0.021903168,0.3,0,0.041699238,-0.021933742,0.211376086,5,0.973042012
641,S016C003P007R001A001.skeleton,7,1,Normal Activity,0.00594397,0,0.024461574,0.086739728,1.438002006,4.487195601,0.056437251,10,0.213811324,0.132421561,0.000574184,0.682041788,0.084129834,18.65829603,-3.922066419,1.254935235,48.06076876,21,0.018416304,0.066666667,0,0.089642678,0.003710544,0.132959619,18,0.976055427
