window_id,subject_id,original_label,stage1_target,abnormal_probability,prediction_threshold_0.50
6193,17,Normal Activity,0,0.9720619916915894,1
6194,17,Normal Activity,0,0.9512200355529785,1
6195,17,Normal Activity,0,0.8578061461448669,1
6196,17,Normal Activity,0,0.8121230006217957,1
6197,17,Normal Activity,0,0.9770447015762329,1
6198,17,Normal Activity,0,0.9828117489814758,1
6199,17,Normal Activity,0,0.538470983505249,1
6200,17,Normal Activity,0,0.9834365844726562,1
6201,17,Normal Activity,0,0.8573935031890869,1
6202,17,Normal Activity,0,0.5673755407333374,1
6203,17,Normal Activity,0,0.9112653136253357,1
6204,17,Normal Activity,0,0.9009456038475037,1
6205,17,Normal Activity,0,0.21792033314704895,0
6206,17,Normal Activity,0,0.9778996706008911,1
6207,17,Normal Activity,0,0.8528405427932739,1
6208,17,Normal Activity,0,0.6578811407089233,1
6209,17,Normal Activity,0,0.9340267181396484,1
6210,17,Normal Activity,0,0.9205310344696045,1
6211,17,Normal Activity,0,0.6042875051498413,1
6212,17,Normal Activity,0,0.265862375497818,0
6213,17,Normal Activity,0,0.8531031608581543,1
6214,17,Normal Activity,0,0.9569319486618042,1
6215,17,Normal Activity,0,0.9747647643089294,1
6216,17,Normal Activity,0,0.8494731187820435,1
6217,17,Normal Activity,0,0.5427757501602173,1
6218,17,Normal Activity,0,0.23602701723575592,0
6219,17,Normal Activity,0,0.26206332445144653,0
6220,17,Normal Activity,0,0.3691355288028717,0
6221,17,Normal Activity,0,0.116524837911129,0
6222,17,Normal Activity,0,0.1688949018716812,0
6223,17,Normal Activity,0,0.04654889181256294,0
6224,17,Normal Activity,0,0.20433290302753448,0
6225,17,Normal Activity,0,0.30774980783462524,0
6226,17,Normal Activity,0,0.21128028631210327,0
6227,17,Normal Activity,0,0.18422456085681915,0
6228,17,Normal Activity,0,0.23234407603740692,0
6229,17,Normal Activity,0,0.9828307628631592,1
6230,17,Normal Activity,0,0.3706337809562683,0
6231,17,Normal Activity,0,0.07931400835514069,0
6232,17,Normal Activity,0,0.21373963356018066,0
6233,17,Normal Activity,0,0.9936156272888184,1
6234,17,Normal Activity,0,0.07112853229045868,0
6235,17,Normal Activity,0,0.028281690552830696,0
6236,17,Normal Activity,0,0.13600701093673706,0
6237,17,Normal Activity,0,0.9159100651741028,1
6238,17,Normal Activity,0,0.9192426800727844,1
6239,17,Normal Activity,0,0.8124600052833557,1
6240,17,Normal Activity,0,0.5785492062568665,1
6241,17,Normal Activity,0,0.9928598999977112,1
6242,17,Normal Activity,0,0.4494578242301941,0
6243,17,Normal Activity,0,0.6112865805625916,1
6244,17,Normal Activity,0,0.3998144567012787,0
6245,17,Normal Activity,0,0.9896474480628967,1
6246,17,Normal Activity,0,0.8482454419136047,1
6247,17,Normal Activity,0,0.27985358238220215,0
6248,17,Normal Activity,0,0.26769402623176575,0
6249,17,Normal Activity,0,0.7491174936294556,1
6250,17,Normal Activity,0,0.557072639465332,1
6251,17,Normal Activity,0,0.7553240656852722,1
6252,17,Normal Activity,0,0.3285559117794037,0
6253,17,Normal Activity,0,0.984464704990387,1
6254,17,Normal Activity,0,0.24277953803539276,0
6255,17,Normal Activity,0,0.18471139669418335,0
6256,17,Normal Activity,0,0.23176151514053345,0
6257,17,Normal Activity,0,0.8702158331871033,1
6258,17,Normal Activity,0,0.16207799315452576,0
6259,17,Normal Activity,0,0.18843963742256165,0
6260,17,Normal Activity,0,0.07190244644880295,0
6261,17,Normal Activity,0,0.8521969318389893,1
6262,17,Normal Activity,0,0.6237028241157532,1
6263,17,Normal Activity,0,0.9401428699493408,1
6264,17,Normal Activity,0,0.8978525996208191,1
6265,17,Normal Activity,0,0.5649473071098328,1
6266,17,Normal Activity,0,0.16800588369369507,0
6267,17,Normal Activity,0,0.09419309347867966,0
6268,17,Normal Activity,0,0.5972087979316711,1
6269,17,Normal Activity,0,0.6187506914138794,1
6270,17,Normal Activity,0,0.6822075247764587,1
6271,17,Normal Activity,0,0.2595578134059906,0
6272,17,Normal Activity,0,0.06735119968652725,0
6273,17,Normal Activity,0,0.30427807569503784,0
6274,17,Normal Activity,0,0.4438842535018921,0
6275,17,Normal Activity,0,0.1627911478281021,0
6276,17,Normal Activity,0,0.8967700600624084,1
6277,17,Normal Activity,0,0.6430929899215698,1
6278,17,Normal Activity,0,0.7237665057182312,1
6279,17,Normal Activity,0,0.7558044195175171,1
6280,17,Normal Activity,0,0.740216851234436,1
6281,17,Normal Activity,0,0.839909017086029,1
6282,17,Normal Activity,0,0.0722656324505806,0
6283,17,Normal Activity,0,0.12331152707338333,0
6284,17,Normal Activity,0,0.34631210565567017,0
6285,17,Normal Activity,0,0.902426540851593,1
6286,17,Normal Activity,0,0.5229288935661316,1
6287,17,Normal Activity,0,0.32063591480255127,0
6288,17,Normal Activity,0,0.319721519947052,0
6289,17,Normal Activity,0,0.39920538663864136,0
6290,17,Normal Activity,0,0.7521856427192688,1
6291,17,Normal Activity,0,0.9554969668388367,1
6292,17,Normal Activity,0,0.549975574016571,1
6293,17,Normal Activity,0,0.31114643812179565,0
6294,17,Normal Activity,0,0.5002310276031494,1
6295,17,Normal Activity,0,0.7348395586013794,1
6296,17,Normal Activity,0,0.9029058814048767,1
6297,17,Normal Activity,0,0.04205748066306114,0
6298,17,Normal Activity,0,0.7262071967124939,1
6299,17,Normal Activity,0,0.8265540599822998,1
6300,17,Normal Activity,0,0.20987090468406677,0
6301,17,Normal Activity,0,0.007408156059682369,0
6302,17,Normal Activity,0,0.16876482963562012,0
6303,17,Normal Activity,0,0.3350381851196289,0
6304,17,Normal Activity,0,0.431857168674469,0
6305,17,Normal Activity,0,0.4919876456260681,0
6306,17,Normal Activity,0,0.4671598970890045,0
6307,17,Normal Activity,0,0.5403997302055359,1
6308,17,Normal Activity,0,0.45850878953933716,0
6309,17,Normal Activity,0,0.21181504428386688,0
6310,17,Normal Activity,0,0.08651798218488693,0
6311,17,Normal Activity,0,0.29506316781044006,0
6312,17,Normal Activity,0,0.975832462310791,1
6313,17,Normal Activity,0,0.9882015585899353,1
6314,17,Normal Activity,0,0.6218060851097107,1
6315,17,Normal Activity,0,0.5871258974075317,1
6316,17,Normal Activity,0,0.23811060190200806,0
6317,17,Normal Activity,0,0.4545931816101074,0
6318,17,Normal Activity,0,0.32668834924697876,0
6319,17,Normal Activity,0,0.07947668433189392,0
6320,17,Normal Activity,0,0.25355812907218933,0
6321,17,Normal Activity,0,0.5211126804351807,1
6322,17,Normal Activity,0,0.9871568083763123,1
6323,17,Normal Activity,0,0.9165414571762085,1
6324,17,Normal Activity,0,0.13639043271541595,0
6325,17,Normal Activity,0,0.9758712649345398,1
6326,17,Normal Activity,0,0.27479612827301025,0
6327,17,Normal Activity,0,0.13502007722854614,0
6328,17,Normal Activity,0,0.9787344932556152,1
6329,17,Normal Activity,0,0.490724116563797,0
6330,17,Normal Activity,0,0.4480421841144562,0
6331,17,Normal Activity,0,0.7719678282737732,1
6332,17,Normal Activity,0,0.5267054438591003,1
6333,17,Normal Activity,0,0.6188509464263916,1
6334,17,Normal Activity,0,0.25290408730506897,0
6335,17,Normal Activity,0,0.9060408473014832,1
6336,17,Normal Activity,0,0.7393777370452881,1
6337,17,Normal Activity,0,0.7689197063446045,1
6338,17,Normal Activity,0,0.44176459312438965,0
6339,17,Normal Activity,0,0.9488967657089233,1
6340,17,Normal Activity,0,0.2248639166355133,0
6341,17,Normal Activity,0,0.12182938307523727,0
6342,17,Normal Activity,0,0.026765001937747,0
6343,17,Normal Activity,0,0.9755706191062927,1
6344,17,Normal Activity,0,0.05724474787712097,0
6345,17,Normal Activity,0,0.06174122914671898,0
6346,17,Normal Activity,0,0.05340677872300148,0
6347,17,Normal Activity,0,0.9004085063934326,1
6348,17,Normal Activity,0,0.45023590326309204,0
6349,17,Normal Activity,0,0.5185018181800842,1
6350,17,Normal Activity,0,0.8550307154655457,1
6351,17,Normal Activity,0,0.22154024243354797,0
6352,17,Normal Activity,0,0.26133546233177185,0
6353,17,Normal Activity,0,0.9840669631958008,1
6354,17,Normal Activity,0,0.9871695041656494,1
6355,17,Normal Activity,0,0.7114912867546082,1
6356,17,Normal Activity,0,0.328479140996933,0
6472,19,Normal Activity,0,0.3239596486091614,0
6473,19,Normal Activity,0,0.24094748497009277,0
6474,19,Normal Activity,0,0.0199914388358593,0
6475,19,Normal Activity,0,0.021047042682766914,0
6476,19,Normal Activity,0,0.01946016028523445,0
6477,19,Normal Activity,0,0.6213598847389221,1
6478,19,Normal Activity,0,0.8331860303878784,1
6479,19,Normal Activity,0,0.4846506118774414,0
6480,19,Normal Activity,0,0.022016262635588646,0
6481,19,Normal Activity,0,0.020866218954324722,0
6482,19,Normal Activity,0,0.45274922251701355,0
6483,19,Normal Activity,0,0.15422774851322174,0
6484,19,Normal Activity,0,0.04270314797759056,0
6485,19,Normal Activity,0,0.019991807639598846,0
6486,19,Normal Activity,0,0.010701589286327362,0
6487,19,Normal Activity,0,0.19841408729553223,0
6488,19,Normal Activity,0,0.235137939453125,0
6489,19,Normal Activity,0,0.014313478022813797,0
6490,19,Normal Activity,0,0.02301909029483795,0
6491,19,Normal Activity,0,0.60671067237854,1
6492,19,Normal Activity,0,0.5743645429611206,1
6493,19,Normal Activity,0,0.0903063714504242,0
6494,19,Normal Activity,0,0.01748553104698658,0
6495,19,Normal Activity,0,0.25807949900627136,0
6496,19,Normal Activity,0,0.3122599124908447,0
6497,19,Normal Activity,0,0.013824009336531162,0
6498,19,Normal Activity,0,0.011032992042601109,0
6499,19,Normal Activity,0,0.43587997555732727,0
6500,19,Normal Activity,0,0.04402438923716545,0
6501,19,Normal Activity,0,0.05498450621962547,0
6502,19,Normal Activity,0,0.3696766495704651,0
6503,19,Normal Activity,0,0.5673445463180542,1
6504,19,Normal Activity,0,0.05788904428482056,0
6505,19,Normal Activity,0,0.1828155368566513,0
6506,19,Normal Activity,0,0.03675871714949608,0
6507,19,Normal Activity,0,0.014917662367224693,0
6508,19,Normal Activity,0,0.23933179676532745,0
6509,19,Normal Activity,0,0.40328922867774963,0
6510,19,Normal Activity,0,0.026491396129131317,0
6511,19,Normal Activity,0,0.010695054195821285,0
6512,19,Normal Activity,0,0.3889995217323303,0
6513,19,Normal Activity,0,0.5780919790267944,1
6514,19,Normal Activity,0,0.07473427802324295,0
6515,19,Normal Activity,0,0.01924884133040905,0
6516,19,Normal Activity,0,0.26270487904548645,0
6517,19,Normal Activity,0,0.11356084793806076,0
6518,19,Normal Activity,0,0.012742068618535995,0
6519,19,Normal Activity,0,0.013834883458912373,0
6520,19,Normal Activity,0,0.055388566106557846,0
6521,19,Normal Activity,0,0.02573312632739544,0
6522,19,Normal Activity,0,0.0233631432056427,0
6523,19,Normal Activity,0,0.5036763548851013,1
6524,19,Normal Activity,0,0.27686846256256104,0
6525,19,Normal Activity,0,0.10624108463525772,0
6526,19,Normal Activity,0,0.04286358132958412,0
6527,19,Normal Activity,0,0.1503223180770874,0
6528,19,Normal Activity,0,0.32111066579818726,0
6529,19,Normal Activity,0,0.4419254660606384,0
6530,19,Normal Activity,0,0.11353744566440582,0
6531,19,Normal Activity,0,0.06710793077945709,0
6532,19,Normal Activity,0,0.4798501431941986,0
6533,19,Normal Activity,0,0.4716198444366455,0
6534,19,Normal Activity,0,0.8898610472679138,1
6535,19,Normal Activity,0,0.6485031843185425,1
6536,19,Normal Activity,0,0.2042776197195053,0
6537,19,Normal Activity,0,0.29518622159957886,0
6538,19,Normal Activity,0,0.24402213096618652,0
6539,19,Normal Activity,0,0.011173308826982975,0
6540,19,Normal Activity,0,0.020040238276124,0
6541,19,Normal Activity,0,0.036679286509752274,0
6542,19,Normal Activity,0,0.03812016546726227,0
6543,19,Normal Activity,0,0.02951233834028244,0
6544,19,Normal Activity,0,0.646291196346283,1
6545,19,Normal Activity,0,0.07430864125490189,0
6546,19,Normal Activity,0,0.05631883069872856,0
6547,19,Normal Activity,0,0.05179382860660553,0
6548,19,Normal Activity,0,0.08385920524597168,0
6549,19,Normal Activity,0,0.0282561257481575,0
6550,19,Normal Activity,0,0.011209852062165737,0
6551,19,Normal Activity,0,0.01571328565478325,0
6552,19,Normal Activity,0,0.08499142527580261,0
6553,19,Normal Activity,0,0.1807614117860794,0
6554,19,Normal Activity,0,0.0708029493689537,0
6555,19,Normal Activity,0,0.040778666734695435,0
6556,19,Normal Activity,0,0.010536614805459976,0
6557,19,Normal Activity,0,0.6636452078819275,1
6558,19,Normal Activity,0,0.20541958510875702,0
6559,19,Normal Activity,0,0.0935107097029686,0
6560,19,Normal Activity,0,0.06905163079500198,0
6561,19,Normal Activity,0,0.2932512164115906,0
6562,19,Normal Activity,0,0.48288190364837646,0
6563,19,Normal Activity,0,0.21935345232486725,0
6564,19,Normal Activity,0,0.07760512828826904,0
6565,19,Normal Activity,0,0.022184770554304123,0
6566,19,Normal Activity,0,0.08374010026454926,0
6567,19,Normal Activity,0,0.4347805976867676,0
6568,19,Normal Activity,0,0.687802791595459,1
6569,19,Normal Activity,0,0.31300461292266846,0
6570,19,Normal Activity,0,0.7441104054450989,1
6571,19,Normal Activity,0,0.8193574547767639,1
6572,19,Normal Activity,0,0.3254956305027008,0
6573,19,Normal Activity,0,0.08421815931797028,0
6574,19,Normal Activity,0,0.2100968211889267,0
6575,19,Normal Activity,0,0.06092523783445358,0
6576,19,Normal Activity,0,0.2506980001926422,0
6577,19,Normal Activity,0,0.3887290954589844,0
6578,19,Normal Activity,0,0.1165577620267868,0
6579,19,Normal Activity,0,0.8000434637069702,1
6580,19,Normal Activity,0,0.8684543371200562,1
6581,19,Normal Activity,0,0.8142849206924438,1
6582,19,Normal Activity,0,0.10411786288022995,0
6583,19,Normal Activity,0,0.15285387635231018,0
6584,19,Normal Activity,0,0.02997181937098503,0
6585,19,Normal Activity,0,0.15889649093151093,0
6586,19,Normal Activity,0,0.06405697017908096,0
6587,19,Normal Activity,0,0.018022997304797173,0
6588,19,Normal Activity,0,0.012976174242794514,0
6589,19,Normal Activity,0,0.8521609902381897,1
6590,19,Normal Activity,0,0.6346877217292786,1
6591,19,Normal Activity,0,0.3136732876300812,0
6592,19,Normal Activity,0,0.24024651944637299,0
6593,19,Normal Activity,0,0.6037430763244629,1
6594,19,Normal Activity,0,0.46446192264556885,0
6595,19,Normal Activity,0,0.46704259514808655,0
6596,19,Normal Activity,0,0.554092288017273,1
6597,19,Normal Activity,0,0.8068252205848694,1
6598,19,Normal Activity,0,0.815593957901001,1
6599,19,Normal Activity,0,0.4864404499530792,0
6600,19,Normal Activity,0,0.11954759806394577,0
6601,19,Normal Activity,0,0.34998562932014465,0
6602,19,Normal Activity,0,0.3942679762840271,0
6603,19,Normal Activity,0,0.24172528088092804,0
6604,19,Normal Activity,0,0.11761095374822617,0
6605,19,Normal Activity,0,0.4060260057449341,0
6606,19,Normal Activity,0,0.14439478516578674,0
6607,19,Normal Activity,0,0.2744078040122986,0
6608,19,Normal Activity,0,0.29447323083877563,0
6609,19,Normal Activity,0,0.04622608795762062,0
6610,19,Normal Activity,0,0.577955961227417,1
6611,19,Normal Activity,0,0.11685585975646973,0
6612,19,Normal Activity,0,0.005406830459833145,0
6613,19,Normal Activity,0,0.16187825798988342,0
6614,19,Normal Activity,0,0.09930354356765747,0
6615,19,Normal Activity,0,0.018309306353330612,0
6616,19,Normal Activity,0,0.01179837342351675,0
6617,19,Normal Activity,0,0.7030386924743652,1
6618,19,Normal Activity,0,0.7391480803489685,1
6619,19,Normal Activity,0,0.05053938180208206,0
6620,19,Normal Activity,0,0.03928982466459274,0
6621,19,Normal Activity,0,0.13360872864723206,0
6622,19,Normal Activity,0,0.5218811631202698,1
6623,19,Normal Activity,0,0.1143798828125,0
6624,19,Normal Activity,0,0.045722439885139465,0
6625,19,Normal Activity,0,0.2629346549510956,0
6626,19,Normal Activity,0,0.34663236141204834,0
6627,19,Normal Activity,0,0.11841060221195221,0
6628,19,Normal Activity,0,0.014409845694899559,0
6629,19,Normal Activity,0,0.03255977854132652,0
6630,19,Normal Activity,0,0.011442871764302254,0
6631,19,Normal Activity,0,0.14791938662528992,0
6632,19,Normal Activity,0,0.3660986125469208,0
6633,19,Normal Activity,0,0.1147514060139656,0
6634,19,Normal Activity,0,0.0638434961438179,0
6635,19,Normal Activity,0,0.4779488444328308,0
6636,19,Normal Activity,0,0.3993275761604309,0
6637,19,Normal Activity,0,0.12962539494037628,0
6638,19,Normal Activity,0,0.08803175389766693,0
6639,19,Normal Activity,0,0.2084668129682541,0
6640,19,Normal Activity,0,0.01656845211982727,0
6641,19,Normal Activity,0,0.009369817562401295,0
6642,19,Normal Activity,0,0.4048290252685547,0
6643,19,Normal Activity,0,0.6171667575836182,1
6644,19,Normal Activity,0,0.33712854981422424,0
6645,19,Normal Activity,0,0.13269025087356567,0
6646,19,Normal Activity,0,0.3485809564590454,0
6647,19,Normal Activity,0,0.49457743763923645,0
6648,19,Normal Activity,0,0.25401607155799866,0
6649,19,Normal Activity,0,0.1383928507566452,0
6650,19,Normal Activity,0,0.30463796854019165,0
6651,19,Normal Activity,0,0.1593635231256485,0
6652,19,Normal Activity,0,0.07212230563163757,0
6653,19,Normal Activity,0,0.056616757065057755,0
6654,19,Normal Activity,0,0.10002177953720093,0
6655,19,Normal Activity,0,0.21277062594890594,0
6656,19,Normal Activity,0,0.5119833946228027,1
6657,19,Normal Activity,0,0.2968149781227112,0
6658,19,Normal Activity,0,0.06571661680936813,0
6659,19,Normal Activity,0,0.07081960886716843,0
6660,19,Normal Activity,0,0.6493638753890991,1
6661,19,Normal Activity,0,0.31478744745254517,0
6662,19,Normal Activity,0,0.056774359196424484,0
6663,19,Normal Activity,0,0.07100444287061691,0
6664,19,Normal Activity,0,0.5098475813865662,1
6665,19,Normal Activity,0,0.11519230902194977,0
6666,19,Normal Activity,0,0.01190601009875536,0
6667,19,Normal Activity,0,0.061752792447805405,0
6668,19,Normal Activity,0,0.738412618637085,1
6669,19,Normal Activity,0,0.47018763422966003,0
6670,19,Normal Activity,0,0.15973670780658722,0
6671,19,Normal Activity,0,0.22323986887931824,0
6672,19,Normal Activity,0,0.6707083582878113,1
6673,19,Normal Activity,0,0.13251134753227234,0
6674,19,Normal Activity,0,0.022837061434984207,0
6675,19,Normal Activity,0,0.015492050908505917,0
6676,19,Normal Activity,0,0.23814846575260162,0
6677,19,Normal Activity,0,0.10223928093910217,0
6678,19,Normal Activity,0,0.010943632572889328,0
6679,19,Normal Activity,0,0.011497684754431248,0
6680,19,Normal Activity,0,0.7157410383224487,1
6681,19,Normal Activity,0,0.7560279369354248,1
6682,19,Normal Activity,0,0.30969783663749695,0
6683,19,Normal Activity,0,0.18068642914295197,0
6684,19,Normal Activity,0,0.1949908584356308,0
6685,19,Normal Activity,0,0.0722532793879509,0
6686,19,Normal Activity,0,0.014383654110133648,0
6687,19,Normal Activity,0,0.1984909027814865,0
6688,19,Normal Activity,0,0.015984661877155304,0
6689,19,Normal Activity,0,0.007564865984022617,0
6690,19,Normal Activity,0,0.9171198010444641,1
6691,19,Normal Activity,0,0.24668286740779877,0
6692,19,Normal Activity,0,0.09489777684211731,0
6693,19,Normal Activity,0,0.4397885501384735,0
6694,19,Normal Activity,0,0.22177210450172424,0
6695,19,Normal Activity,0,0.2508332133293152,0
6696,19,Normal Activity,0,0.017713220790028572,0
6697,19,Normal Activity,0,0.16211697459220886,0
6698,19,Normal Activity,0,0.2088928371667862,0
6699,19,Normal Activity,0,0.03254621848464012,0
6700,19,Normal Activity,0,0.05187715217471123,0
6701,19,Normal Activity,0,0.6595708727836609,1
6702,19,Normal Activity,0,0.599176287651062,1
6703,19,Normal Activity,0,0.033759705722332,0
6704,19,Normal Activity,0,0.051027070730924606,0
6705,19,Normal Activity,0,0.6311010718345642,1
6706,19,Normal Activity,0,0.5252450704574585,1
6707,19,Normal Activity,0,0.09256570786237717,0
6708,19,Normal Activity,0,0.26353001594543457,0
6709,19,Normal Activity,0,0.23649637401103973,0
6710,19,Normal Activity,0,0.05157415568828583,0
6711,19,Normal Activity,0,0.6668568253517151,1
6712,19,Normal Activity,0,0.568599283695221,1
6713,19,Normal Activity,0,0.2748897075653076,0
6714,19,Normal Activity,0,0.31989482045173645,0
6715,19,Normal Activity,0,0.5383595824241638,1
6716,19,Normal Activity,0,0.06844042241573334,0
6717,19,Normal Activity,0,0.35898256301879883,0
6718,19,Normal Activity,0,0.12135270982980728,0
6719,19,Normal Activity,0,0.3538176715373993,0
6720,19,Normal Activity,0,0.3818870782852173,0
6721,19,Normal Activity,0,0.05926071107387543,0
6722,19,Normal Activity,0,0.10208499431610107,0
6723,19,Normal Activity,0,0.16722215712070465,0
6724,19,Normal Activity,0,0.3548910915851593,0
6725,19,Normal Activity,0,0.8167375326156616,1
6726,19,Normal Activity,0,0.16930639743804932,0
6727,19,Normal Activity,0,0.14945457875728607,0
6728,19,Normal Activity,0,0.09635275602340698,0
6729,19,Normal Activity,0,0.3011825978755951,0
6730,19,Normal Activity,0,0.5946648716926575,1
6731,19,Normal Activity,0,0.16121014952659607,0
6732,19,Normal Activity,0,0.045814353972673416,0
6733,19,Normal Activity,0,0.10101091116666794,0
6734,19,Normal Activity,0,0.19848193228244781,0
6735,19,Normal Activity,0,0.09649506956338882,0
6736,19,Normal Activity,0,0.05894576013088226,0
6737,19,Normal Activity,0,0.43878933787345886,0
6738,19,Normal Activity,0,0.8314688205718994,1
6739,19,Normal Activity,0,0.15950295329093933,0
6740,19,Normal Activity,0,0.13313156366348267,0
6741,19,Normal Activity,0,0.040820345282554626,0
6742,19,Normal Activity,0,0.3682368993759155,0
6743,19,Normal Activity,0,0.6543927192687988,1
6744,19,Normal Activity,0,0.30460041761398315,0
6745,19,Normal Activity,0,0.1617792546749115,0
6746,19,Normal Activity,0,0.3424375355243683,0
6747,19,Normal Activity,0,0.19086071848869324,0
6748,19,Normal Activity,0,0.11509524285793304,0
6749,19,Normal Activity,0,0.22651760280132294,0
6750,19,Normal Activity,0,0.6172206401824951,1
6751,19,Normal Activity,0,0.18065209686756134,0
6752,19,Normal Activity,0,0.30381685495376587,0
6753,20,Normal Activity,0,0.9635854959487915,1
6754,20,Normal Activity,0,0.81324702501297,1
6755,20,Normal Activity,0,0.396984338760376,0
6756,20,Normal Activity,0,0.07836119830608368,0
6757,20,Normal Activity,0,0.015238607302308083,0
6758,20,Normal Activity,0,0.8327165246009827,1
6759,20,Normal Activity,0,0.42798087000846863,0
6760,20,Normal Activity,0,0.11822246015071869,0
6761,20,Normal Activity,0,0.04959898814558983,0
6762,20,Normal Activity,0,0.05954628437757492,0
6763,20,Normal Activity,0,0.3482110798358917,0
6764,20,Normal Activity,0,0.2696102559566498,0
6765,20,Normal Activity,0,0.02951364777982235,0
6766,20,Normal Activity,0,0.03138194978237152,0
6767,20,Normal Activity,0,0.3039225935935974,0
6768,20,Normal Activity,0,0.8008307814598083,1
6769,20,Normal Activity,0,0.1842907965183258,0
6770,20,Normal Activity,0,0.8144207000732422,1
6771,20,Normal Activity,0,0.382252037525177,0
6772,20,Normal Activity,0,0.8668316602706909,1
6773,20,Normal Activity,0,0.5292483568191528,1
6774,20,Normal Activity,0,0.6680290699005127,1
6775,20,Normal Activity,0,0.2959798276424408,0
6776,20,Normal Activity,0,0.6665661334991455,1
6777,20,Normal Activity,0,0.17925579845905304,0
6778,20,Normal Activity,0,0.13697285950183868,0
6779,20,Normal Activity,0,0.12247071415185928,0
6780,20,Normal Activity,0,0.9289939403533936,1
6781,20,Normal Activity,0,0.8984972834587097,1
6782,20,Normal Activity,0,0.33741500973701477,0
6783,20,Normal Activity,0,0.17674194276332855,0
6784,20,Normal Activity,0,0.06998025625944138,0
6785,20,Normal Activity,0,0.8781563639640808,1
6786,20,Normal Activity,0,0.17834503948688507,0
6787,20,Normal Activity,0,0.04657965153455734,0
6788,20,Normal Activity,0,0.023722507059574127,0
6789,20,Normal Activity,0,0.09220617264509201,0
6790,20,Normal Activity,0,0.8479332327842712,1
6791,20,Normal Activity,0,0.24759501218795776,0
6792,20,Normal Activity,0,0.0877930149435997,0
6793,20,Normal Activity,0,0.013593596406280994,0
6794,20,Normal Activity,0,0.015757286921143532,0
6795,20,Normal Activity,0,0.21245519816875458,0
6796,20,Normal Activity,0,0.5964756608009338,1
6797,20,Normal Activity,0,0.2477211207151413,0
6798,20,Normal Activity,0,0.18074744939804077,0
6799,20,Normal Activity,0,0.22064276039600372,0
6800,20,Normal Activity,0,0.615624189376831,1
6801,20,Normal Activity,0,0.9028064012527466,1
6802,20,Normal Activity,0,0.5555994510650635,1
6803,20,Normal Activity,0,0.7350842356681824,1
6804,20,Normal Activity,0,0.7618167996406555,1
6805,20,Normal Activity,0,0.47636356949806213,0
6806,20,Normal Activity,0,0.1732284277677536,0
6882,22,Normal Activity,0,0.4080031216144562,0
6883,22,Normal Activity,0,0.32610341906547546,0
6884,22,Normal Activity,0,0.02135046385228634,0
6885,22,Normal Activity,0,0.13161736726760864,0
6886,22,Normal Activity,0,0.5574108362197876,1
6887,22,Normal Activity,0,0.5377478003501892,1
6888,22,Normal Activity,0,0.06229680776596069,0
6889,22,Normal Activity,0,0.03203757107257843,0
6890,22,Normal Activity,0,0.44666147232055664,0
6891,22,Normal Activity,0,0.12925225496292114,0
6892,22,Normal Activity,0,0.05334806069731712,0
6893,22,Normal Activity,0,0.059719689190387726,0
6894,22,Normal Activity,0,0.10732659697532654,0
6895,22,Normal Activity,0,0.016204901039600372,0
6896,22,Normal Activity,0,0.012661873362958431,0
6897,22,Normal Activity,0,0.31984779238700867,0
6898,22,Normal Activity,0,0.1747848093509674,0
6899,22,Normal Activity,0,0.04128018766641617,0
6900,22,Normal Activity,0,0.0982011929154396,0
6901,22,Normal Activity,0,0.019428445026278496,0
6902,22,Normal Activity,0,0.01825784146785736,0
6903,23,Normal Activity,0,0.11509750038385391,0
6904,23,Normal Activity,0,0.11458931863307953,0
6905,23,Normal Activity,0,0.030673282220959663,0
6906,23,Normal Activity,0,0.07607754319906235,0
6907,23,Normal Activity,0,0.46972203254699707,0
6908,23,Normal Activity,0,0.6412988305091858,1
6909,23,Normal Activity,0,0.7214192152023315,1
6910,23,Normal Activity,0,0.27384743094444275,0
6911,23,Normal Activity,0,0.20045508444309235,0
6912,23,Normal Activity,0,0.4785033166408539,0
6913,23,Normal Activity,0,0.06770958006381989,0
6914,23,Normal Activity,0,0.019908476620912552,0
6915,23,Normal Activity,0,0.12961535155773163,0
6916,23,Normal Activity,0,0.0411376990377903,0
6917,23,Normal Activity,0,0.7260664701461792,1
6918,23,Normal Activity,0,0.44819530844688416,0
6919,23,Normal Activity,0,0.5868788361549377,1
6920,23,Normal Activity,0,0.4748918414115906,0
6921,24,Normal Activity,0,0.5027969479560852,1
6922,24,Normal Activity,0,0.02102600783109665,0
6923,24,Normal Activity,0,0.07779470831155777,0
6924,24,Normal Activity,0,0.6337040662765503,1
6925,24,Normal Activity,0,0.34688639640808105,0
6926,24,Normal Activity,0,0.6336865425109863,1
6927,24,Normal Activity,0,0.1548653542995453,0
6928,24,Normal Activity,0,0.11465821415185928,0
6929,24,Normal Activity,0,0.2723473906517029,0
6930,24,Normal Activity,0,0.3073970675468445,0
6931,24,Normal Activity,0,0.6242465972900391,1
6932,24,Normal Activity,0,0.37074577808380127,0
6933,24,Normal Activity,0,0.1006208211183548,0
6934,24,Normal Activity,0,0.8029725551605225,1
6935,24,Normal Activity,0,0.1666218489408493,0
6936,24,Normal Activity,0,0.258494108915329,0
6937,24,Normal Activity,0,0.08524675667285919,0
6938,24,Normal Activity,0,0.9482182264328003,1
6939,24,Normal Activity,0,0.6461347937583923,1
6940,24,Normal Activity,0,0.5789295434951782,1
6941,24,Normal Activity,0,0.588287889957428,1
